"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.296237018E3,-7.434798578E0,1.092525202E2,6.953797265E1,0.000000000E0,1.553443764E2,3.470262361E0,3.000000000E0
1.297237013E3,-7.434798586E0,1.092525202E2,6.953797265E1,0.000000000E0,1.553443764E2,3.471479728E0,3.000000000E0
1.299237005E3,-7.434802592E0,1.092525179E2,6.953797265E1,0.000000000E0,1.553443764E2,3.205584620E0,3.068152939E0
1.300237000E3,-7.434804946E0,1.092525171E2,6.953797265E1,0.000000000E0,1.553443764E2,3.117517543E0,3.070793186E0
1.301236996E3,-7.434806941E0,1.092525164E2,6.953797265E1,0.000000000E0,1.553443764E2,3.040589905E0,3.119523659E0
1.302236991E3,-7.434807034E0,1.092525164E2,6.953797265E1,0.000000000E0,1.553443764E2,3.038049112E0,3.000000000E0
1.303236987E3,-7.434808705E0,1.092525158E2,6.953797265E1,0.000000000E0,1.553443764E2,2.972099826E0,3.087202068E0
1.304236983E3,-7.434810285E0,1.092525153E2,6.953797265E1,0.000000000E0,1.553443764E2,2.913463326E0,3.273398877E0
1.305236978E3,-7.434811537E0,1.092525149E2,6.953797265E1,0.000000000E0,1.553443764E2,2.862401274E0,3.340987028E0
1.306236973E3,-7.434812640E0,1.092525145E2,6.953797265E1,0.000000000E0,1.553443764E2,2.825883652E0,3.423508023E0
1.307236969E3,-7.434812643E0,1.092525145E2,6.953797265E1,0.000000000E0,1.553443764E2,2.831760933E0,3.707758016E0
1.308236965E3,-7.434813638E0,1.092525142E2,6.953797265E1,0.000000000E0,1.553443764E2,2.860503760E0,3.735069397E0
1.309236960E3,-7.434812800E0,1.092525142E2,6.953797265E1,0.000000000E0,1.553443764E2,4.366698315E0,3.669545011E0
1.310236955E3,-7.434815195E0,1.092525134E2,6.953797265E1,0.000000000E0,1.553443764E2,4.477094392E0,3.826919971E0
1.311236950E3,-7.434815205E0,1.092525134E2,6.953797265E1,0.000000000E0,1.553443764E2,4.501922533E0,3.713078666E0
1.312236946E3,-7.434815260E0,1.092525133E2,6.953797265E1,0.000000000E0,1.553443764E2,4.499000118E0,3.770847403E0
1.313236941E3,-7.434817478E0,1.092525126E2,6.953797265E1,0.000000000E0,1.553443764E2,4.497565019E0,3.725591637E0
1.314236937E3,-7.434817489E0,1.092525126E2,6.953797265E1,0.000000000E0,1.553443764E2,4.753749422E0,3.640418831E0
1.315236933E3,-7.434816145E0,1.092525121E2,6.953797265E1,0.000000000E0,1.553443764E2,4.469362561E0,3.754879823E0
1.316236928E3,-7.434817855E0,1.092525115E2,6.953797265E1,0.000000000E0,1.553443764E2,4.379868485E0,3.857959988E0
1.317236923E3,-7.434819330E0,1.092525111E2,6.953797265E1,0.000000000E0,1.553443764E2,4.263372563E0,3.904182069E0
1.318236919E3,-7.434820541E0,1.092525107E2,6.953797265E1,0.000000000E0,1.553443764E2,4.163978545E0,3.894266904E0
1.319236914E3,-7.434821530E0,1.092525104E2,6.953797265E1,0.000000000E0,1.553443764E2,4.080887226E0,4.145849658E0
1.320236909E3,-7.434822415E0,1.092525102E2,6.953797265E1,0.000000000E0,1.553443764E2,4.005047716E0,4.227676532E0
1.321236905E3,-7.434820872E0,1.092525101E2,6.953797265E1,0.000000000E0,1.553443764E2,3.859260465E0,4.317117688E0
1.322236900E3,-7.434820895E0,1.092525101E2,6.953797265E1,0.000000000E0,1.553443764E2,3.858818227E0,4.283472870E0
1.323236896E3,-7.434821721E0,1.092525098E2,6.953797265E1,0.000000000E0,1.553443764E2,3.812190066E0,4.578691066E0
1.324236891E3,-7.434822485E0,1.092525096E2,6.953797265E1,0.000000000E0,1.553443764E2,3.764921115E0,4.604154319E0
1.325236887E3,-7.434823195E0,1.092525094E2,6.953797265E1,0.000000000E0,1.553443764E2,3.707243308E0,4.559686987E0
1.326236882E3,-7.434823839E0,1.092525092E2,6.953797265E1,0.000000000E0,1.553443764E2,3.659447427E0,4.742452945E0
1.327236878E3,-7.434824601E0,1.092525091E2,6.953797265E1,0.000000000E0,1.553443764E2,3.609658216E0,4.951089621E0
1.329236868E3,-7.434823815E0,1.092525086E2,6.926091034E1,0.000000000E0,1.553443777E2,5.707389688E0,4.701465148E0
1.330236863E3,-7.434824795E0,1.092525068E2,6.906692138E1,0.000000000E0,1.553443795E2,5.719312612E0,4.848959199E0
1.331236858E3,-7.434824823E0,1.092525067E2,6.906692138E1,0.000000000E0,1.553443795E2,5.939708301E0,4.654180090E0
1.332236854E3,-7.434825773E0,1.092525049E2,6.906692138E1,0.000000000E0,1.553443795E2,5.917807181E0,4.762773684E0
1.333236849E3,-7.434826618E0,1.092525033E2,6.906692138E1,0.000000000E0,1.553443795E2,5.903318655E0,4.847210121E0
1.334236845E3,-7.434824541E0,1.092525021E2,6.906692138E1,0.000000000E0,1.553443795E2,6.697316591E0,5.046855445E0
1.335236840E3,-7.434825588E0,1.092525005E2,6.906692138E1,0.000000000E0,1.553443795E2,6.581047094E0,5.296117725E0
1.336236835E3,-7.434825620E0,1.092525005E2,6.906692138E1,0.000000000E0,1.553443795E2,6.760440301E0,5.090653757E0
1.337236831E3,-7.434825646E0,1.092525004E2,6.906692138E1,0.000000000E0,1.553443795E2,6.924406443E0,4.940470723E0
1.338236826E3,-7.434826633E0,1.092524990E2,6.906692138E1,0.000000000E0,1.553443795E2,6.769885816E0,4.987214146E0
1.339236822E3,-7.434826634E0,1.092524990E2,6.906692138E1,0.000000000E0,1.553443795E2,6.770390542E0,5.427076087E0
1.340236817E3,-7.434826647E0,1.092524989E2,6.906692138E1,0.000000000E0,1.553443795E2,6.766950291E0,5.366183806E0
1.341236812E3,-7.434826844E0,1.092525014E2,6.927535923E1,1.276503795E-2,1.553443748E2,6.767478394E0,5.221436662E0
1.342236808E3,-7.434826860E0,1.092525015E2,6.935378094E1,0.000000000E0,1.553443748E2,6.768253909E0,5.047763281E0
1.343236803E3,-7.434826897E0,1.092525015E2,6.935378094E1,0.000000000E0,1.553443748E2,6.758878002E0,4.922955780E0
1.344236798E3,-7.434827956E0,1.092525024E2,6.935378094E1,0.000000000E0,1.553443748E2,6.564362240E0,4.961506818E0
1.345236794E3,-7.434827978E0,1.092525025E2,6.935378094E1,0.000000000E0,1.553443748E2,6.644386405E0,4.822390469E0
1.346236788E3,-7.434828921E0,1.092525033E2,6.935378094E1,0.000000000E0,1.553443748E2,6.446780255E0,4.783327956E0
1.347236784E3,-7.434829707E0,1.092525040E2,6.935378094E1,0.000000000E0,1.553443748E2,6.286127675E0,5.006397351E0
1.348236780E3,-7.434829712E0,1.092525040E2,6.935378094E1,0.000000000E0,1.553443748E2,6.514147692E0,4.931221667E0
1.349236775E3,-7.434830131E0,1.092525048E2,6.929346544E1,0.000000000E0,1.553443744E2,6.460340424E0,4.763500160E0
1.350236770E3,-7.434830142E0,1.092525049E2,6.929346544E1,0.000000000E0,1.553443744E2,6.711534734E0,4.741634143E0
1.351236765E3,-7.434830164E0,1.092525049E2,6.929346544E1,0.000000000E0,1.553443744E2,6.915790717E0,4.591108032E0
1.352236762E3,-7.434830184E0,1.092525049E2,6.929346544E1,0.000000000E0,1.553443744E2,7.101795859E0,4.602446662E0
1.353236756E3,-7.434830196E0,1.092525050E2,6.929346544E1,0.000000000E0,1.553443744E2,7.273400215E0,4.553188536E0
1.354236751E3,-7.434824824E0,1.092525057E2,6.929346544E1,0.000000000E0,1.553443744E2,8.322002262E0,4.648558822E0
1.355236747E3,-7.434824886E0,1.092525057E2,6.929346544E1,0.000000000E0,1.553443744E2,8.443088590E0,4.861124880E0
1.356236742E3,-7.434826298E0,1.092525070E2,6.929346544E1,0.000000000E0,1.553443744E2,7.978191041E0,4.798105906E0
1.357236737E3,-7.434828935E0,1.092525036E2,6.901640164E1,1.261308068E-1,1.553443783E2,8.098995437E0,4.385637693E0
1.358236733E3,-7.434829862E0,1.092525040E2,6.902379632E1,0.000000000E0,1.553443784E2,8.196269374E0,4.439511050E0
1.360236723E3,-7.434825614E0,1.092525044E2,6.902379632E1,0.000000000E0,1.553443784E2,9.375697537E0,4.330420562E0
1.361236718E3,-7.434825637E0,1.092525044E2,6.902379632E1,0.000000000E0,1.553443784E2,9.461819960E0,4.304869567E0
1.362236715E3,-7.434826745E0,1.092525055E2,6.891734351E1,0.000000000E0,1.553443776E2,9.486933110E0,4.121924520E0
1.363236710E3,-7.434831888E0,1.092525040E2,6.899740755E1,0.000000000E0,1.553443775E2,8.626452367E0,4.164440068E0
1.364236705E3,-7.434835314E0,1.092525030E2,6.899740755E1,0.000000000E0,1.553443775E2,8.003378483E0,4.348104457E0
1.365236700E3,-7.434835336E0,1.092525030E2,6.899740755E1,0.000000000E0,1.553443775E2,8.183842221E0,4.385917577E0
1.366236696E3,-7.434828989E0,1.092525039E2,6.899740755E1,0.000000000E0,1.553443775E2,9.481747344E0,4.486324361E0
1.367236691E3,-7.434833516E0,1.092525027E2,6.899740755E1,0.000000000E0,1.553443775E2,8.734573255E0,4.530543033E0
1.368236686E3,-7.434832586E0,1.092525071E2,6.907095399E1,0.000000000E0,1.553443735E2,8.887000131E0,4.217940171E0
1.369236681E3,-7.434832007E0,1.092525079E2,6.900135796E1,6.212387039E-2,1.553443729E2,9.070861704E0,4.426909568E0
1.370236677E3,-7.434832384E0,1.092525081E2,6.897957950E1,0.000000000E0,1.553443729E2,9.213787345E0,4.429397588E0
1.371236672E3,-7.434832394E0,1.092525082E2,6.897957950E1,0.000000000E0,1.553443729E2,9.327163312E0,4.789623748E0
1.372236668E3,-7.434836971E0,1.092525010E2,6.903570801E1,0.000000000E0,1.553443702E2,8.340307147E0,4.954571439E0
1.373236663E3,-7.434836220E0,1.092524996E2,6.906112067E1,3.158073799E-2,1.553443716E2,8.488866138E0,5.022840795E0
1.374236658E3,-7.434839430E0,1.092525039E2,6.981750637E1,2.859682335E-1,1.553443725E2,7.995619273E0,4.575324184E0
1.375236654E3,-7.434841811E0,1.092525071E2,6.933597503E1,3.067836821E-2,1.553443732E2,7.698611438E0,4.070318348E0
1.376236649E3,-7.434841138E0,1.092525089E2,6.909153597E1,4.171570166E-2,1.553443732E2,7.499734351E0,3.458499629E0
1.377236644E3,-7.434839833E0,1.092525097E2,6.898807344E1,5.942272419E-2,1.553443740E2,7.407220646E0,3.193093042E0
1.378236640E3,-7.434839745E0,1.092525109E2,6.933450606E1,3.614895156E-1,1.508786128E2,7.323252860E0,3.404796687E0
1.379236635E3,-7.434837335E0,1.092525124E2,6.752753665E1,7.775881424E-1,1.192298189E2,7.193598819E0,3.914062046E0
1.380236630E3,-7.434839413E0,1.092525191E2,6.734521706E1,5.425844284E-1,1.133745512E2,7.486159119E0,4.252440508E0
1.381236625E3,-7.434840736E0,1.092525249E2,6.627078186E1,6.832484342E-1,1.028445270E2,7.760252486E0,3.473543706E0
1.382236621E3,-7.434841088E0,1.092525310E2,6.708508296E1,6.746192908E-1,9.992085517E1,8.026039992E0,3.000000000E0
1.383236616E3,-7.434840778E0,1.092525364E2,6.733519578E1,6.138526542E-1,9.916904976E1,8.422965437E0,3.000000000E0
1.384236612E3,-7.434839962E0,1.092525384E2,6.734624202E1,6.227422197E-1,9.916904879E1,8.376009314E0,3.000000000E0
1.385236607E3,-7.434838977E0,1.092525434E2,6.778340049E1,4.602447353E-1,9.916904742E1,8.946660927E0,3.000000000E0
1.386236603E3,-7.434837936E0,1.092525469E2,6.760708999E1,4.969118518E-1,9.916904692E1,9.594629157E0,3.000000000E0
1.387236597E3,-7.434822844E0,1.092525395E2,6.795350642E1,2.446679858E-1,NaN,9.390964212E0,3.000000000E0
1.388236593E3,-7.434813259E0,1.092525310E2,6.822945714E1,1.431045210E-1,NaN,9.585256462E0,3.000000000E0
1.389236589E3,-7.434806584E0,1.092525211E2,6.829474383E1,5.884082446E-1,NaN,1.032756399E1,3.000000000E0
1.390236584E3,-7.434795963E0,1.092525122E2,6.825971613E1,9.914374347E-1,9.050621495E1,1.038567080E1,3.000000000E0
1.392236574E3,-7.434797112E0,1.092525056E2,6.947736520E1,6.264802009E-1,9.085483312E1,9.767930560E0,3.000000000E0
1.393237052E3,-7.434794162E0,1.092525295E2,6.940517049E1,7.578634134E-1,8.713429667E1,9.910743217E0,3.000000000E0
1.394237055E3,-7.434767325E0,1.092525122E2,6.928532984E1,6.559729075E-1,6.412313157E1,9.868819164E0,3.000000000E0
1.395237051E3,-7.434742611E0,1.092525031E2,6.977841628E1,5.941063899E-1,4.215516855E1,9.606106129E0,3.000000000E0
1.396237051E3,-7.434728682E0,1.092524957E2,7.020521503E1,5.536823501E-1,7.939515602E0,9.553608221E0,3.000000000E0
1.397237052E3,-7.434733265E0,1.092524894E2,6.963661704E1,4.454701114E-1,3.406534708E2,8.802067160E0,3.000000000E0
1.398237049E3,-7.434731659E0,1.092524759E2,6.961972563E1,3.385979340E-1,3.410762875E2,8.704485179E0,3.000000000E0
1.399237056E3,-7.434723638E0,1.092524694E2,6.928034087E1,3.716257736E-1,3.410762876E2,8.608863418E0,3.000000000E0
1.400237058E3,-7.434714124E0,1.092524632E2,6.929777945E1,3.974100635E-1,3.410762878E2,8.566944158E0,3.000000000E0
1.401237057E3,-7.434765100E0,1.092523872E2,6.919790244E1,2.319210963E0,2.737317235E2,7.692766334E0,3.000000000E0
1.402237065E3,-7.434755686E0,1.092523293E2,6.931262536E1,2.494079590E0,2.765140277E2,6.407617838E0,3.000000000E0
1.403237065E3,-7.434746488E0,1.092522952E2,6.951835050E1,2.393990630E0,2.717205389E2,6.183515075E0,3.000000000E0
1.404237062E3,-7.434744267E0,1.092522688E2,6.956446151E1,2.237211271E0,2.657776891E2,6.237238467E0,3.000000000E0
1.405237064E3,-7.434750259E0,1.092522436E2,6.908362886E1,2.638598855E0,2.520342193E2,6.422911788E0,3.000000000E0
1.406237066E3,-7.434763713E0,1.092522253E2,6.895063008E1,1.730254956E0,2.344308357E2,6.594083411E0,3.000000000E0
1.407237063E3,-7.434777860E0,1.092522156E2,6.881151904E1,1.786824168E0,2.325612460E2,6.708969611E0,3.000000000E0
1.408237059E3,-7.434784719E0,1.092522118E2,6.904171124E1,1.601051995E0,2.291404973E2,6.649316792E0,3.000000000E0
1.409237056E3,-7.434798625E0,1.092522030E2,6.884148115E1,1.722647310E0,2.261102532E2,6.909719240E0,3.000000000E0
1.410237053E3,-7.434812573E0,1.092521983E2,6.888484419E1,0.000000000E0,2.261102525E2,6.868614920E0,3.000000000E0
1.411237049E3,-7.434812764E0,1.092521985E2,6.888484419E1,0.000000000E0,2.261102525E2,7.057813632E0,3.000000000E0
1.412237044E3,-7.434809473E0,1.092522083E2,6.911242854E1,1.420839036E-1,2.262028572E2,6.612746467E0,3.000000000E0
1.413237041E3,-7.434811814E0,1.092522173E2,6.894773504E1,3.011404253E-1,2.262028500E2,6.944781814E0,3.000000000E0
1.414237038E3,-7.434807674E0,1.092522326E2,6.933130901E1,3.152383602E-1,2.262028506E2,6.469856226E0,3.000000000E0
1.415237033E3,-7.434808033E0,1.092522358E2,6.936498611E1,0.000000000E0,2.262028498E2,6.935569318E0,3.000000000E0
1.416237030E3,-7.434806834E0,1.092522463E2,6.914040107E1,1.469585244E-1,2.262028501E2,6.339868753E0,3.000000000E0
1.417237026E3,-7.434807381E0,1.092522460E2,6.913678877E1,0.000000000E0,2.262028501E2,6.600182061E0,3.000000000E0
1.418237022E3,-7.434807179E0,1.092522449E2,6.917733443E1,5.346473074E-2,2.262028512E2,6.696745464E0,3.000000000E0
1.419237017E3,-7.434805996E0,1.092522525E2,6.921230964E1,6.906475659E-2,2.262028508E2,6.139684991E0,3.000000000E0
1.420237013E3,-7.434802689E0,1.092522545E2,6.894759425E1,8.735963271E-2,2.262028505E2,6.085741940E0,3.000000000E0
1.421237010E3,-7.434803053E0,1.092522542E2,6.916690777E1,0.000000000E0,2.262028505E2,6.285740079E0,3.000000000E0
1.422237006E3,-7.434803031E0,1.092522544E2,6.916690777E1,0.000000000E0,2.262028505E2,6.443424403E0,3.000000000E0
1.423237001E3,-7.434803015E0,1.092522545E2,6.916690777E1,0.000000000E0,2.262028505E2,6.598844687E0,3.000000000E0
1.424236997E3,-7.434803001E0,1.092522546E2,6.916690777E1,0.000000000E0,2.262028505E2,6.695512950E0,3.000000000E0
1.425236994E3,-7.434802995E0,1.092522547E2,6.916690777E1,0.000000000E0,2.262028505E2,6.690903380E0,3.000000000E0
1.426236989E3,-7.434802990E0,1.092522606E2,6.916690777E1,0.000000000E0,2.262028505E2,6.051633049E0,3.000000000E0
1.427236985E3,-7.434804503E0,1.092522590E2,6.914661031E1,4.398740791E-2,2.262028516E2,6.307792067E0,3.000000000E0
1.428236981E3,-7.434804541E0,1.092522612E2,6.915776189E1,1.551267121E-2,2.262028498E2,6.506907404E0,3.000000000E0
1.429236976E3,-7.434804604E0,1.092522611E2,6.915671184E1,0.000000000E0,2.262028498E2,6.639211902E0,3.000000000E0
1.430236972E3,-7.434804609E0,1.092522612E2,6.915671184E1,0.000000000E0,2.262028498E2,6.775495461E0,3.000000000E0
1.431236968E3,-7.434804610E0,1.092522613E2,6.915671184E1,0.000000000E0,2.262028498E2,6.900192275E0,3.000000000E0
1.432236964E3,-7.434803080E0,1.092522688E2,6.918248465E1,8.413500379E-2,2.262028496E2,6.842494551E0,3.000000000E0
1.433236959E3,-7.434804161E0,1.092522726E2,6.914362809E1,8.602356753E-2,2.262028498E2,6.390555691E0,3.000000000E0
1.434236955E3,-7.434805886E0,1.092522741E2,6.926621244E1,2.201810937E-1,2.262028505E2,6.198726520E0,3.000000000E0
1.435236950E3,-7.434807088E0,1.092522734E2,6.927223950E1,0.000000000E0,2.262028504E2,6.617735872E0,3.000000000E0
1.436236946E3,-7.434807105E0,1.092522734E2,6.927223950E1,0.000000000E0,2.262028504E2,6.789839186E0,3.000000000E0
1.437236942E3,-7.434807107E0,1.092522734E2,6.927223950E1,0.000000000E0,2.262028504E2,6.918747612E0,3.000000000E0
1.438236937E3,-7.434801689E0,1.092522699E2,6.927223950E1,0.000000000E0,2.262028504E2,8.683768770E0,3.000000000E0
1.439236933E3,-7.434805619E0,1.092522706E2,6.935939638E1,9.442279885E-2,2.262028525E2,7.589259591E0,3.000000000E0
1.440236929E3,-7.434809128E0,1.092522699E2,6.873389110E1,3.735702345E-1,2.262028529E2,6.978186162E0,3.000000000E0
1.441236925E3,-7.434813477E0,1.092522675E2,6.869280860E1,2.888012827E-1,2.262028531E2,7.101522101E0,3.000000000E0
1.442236920E3,-7.434817338E0,1.092522651E2,6.922302804E1,4.222521311E-1,2.262028538E2,7.416710343E0,3.000000000E0
1.443236915E3,-7.434821245E0,1.092522618E2,6.924311701E1,5.024654649E-1,2.262028544E2,7.508740390E0,3.000000000E0
1.444236912E3,-7.434820884E0,1.092522562E2,6.932143757E1,3.885295219E-1,2.262028564E2,7.409418914E0,3.000000000E0
1.445236907E3,-7.434826407E0,1.092522578E2,6.923768241E1,0.000000000E0,2.262028524E2,7.757248657E0,3.000000000E0
1.446236903E3,-7.434826474E0,1.092522578E2,6.923768241E1,0.000000000E0,2.262028524E2,7.822886053E0,3.000000000E0
1.447236899E3,-7.434826674E0,1.092522579E2,6.923768241E1,0.000000000E0,2.262028524E2,7.989092536E0,3.000000000E0
1.448236894E3,-7.434826777E0,1.092522580E2,6.923768241E1,0.000000000E0,2.262028524E2,8.153344539E0,3.000000000E0
1.449236890E3,-7.434826735E0,1.092522569E2,6.917981524E1,1.010464504E-1,2.262028532E2,8.292661545E0,3.000000000E0
1.450236885E3,-7.434820724E0,1.092522551E2,6.920543941E1,0.000000000E0,2.262028535E2,7.803222148E0,3.000000000E0
1.452236876E3,-7.434821042E0,1.092522569E2,6.902174329E1,6.356751213E-2,2.262028526E2,8.446814072E0,3.000000000E0
1.453236871E3,-7.434821804E0,1.092522519E2,6.881579635E1,0.000000000E0,2.262028551E2,8.617956168E0,3.000000000E0
1.454236867E3,-7.434822177E0,1.092522519E2,6.881579635E1,0.000000000E0,2.262028551E2,8.764006584E0,3.000000000E0
1.455236862E3,-7.434810437E0,1.092522474E2,6.907915308E1,8.321033880E-2,2.262028586E2,8.855785289E0,3.000000000E0
1.456236859E3,-7.434806875E0,1.092522432E2,6.916277106E1,0.000000000E0,2.262028602E2,7.721352277E0,3.000000000E0
1.457236854E3,-7.434805564E0,1.092522439E2,6.916277106E1,0.000000000E0,2.262028602E2,9.281444137E0,3.000000000E0
1.458236849E3,-7.434807918E0,1.092522409E2,6.893759992E1,1.069831034E-1,2.262028612E2,9.429415278E0,3.000000000E0
1.459236845E3,-7.434807514E0,1.092522413E2,6.928491544E1,1.867722704E-1,2.262028608E2,9.523960134E0,3.000000000E0
1.460236840E3,-7.434807696E0,1.092522349E2,6.906150787E1,0.000000000E0,2.262028617E2,8.239749931E0,3.000000000E0
1.461236836E3,-7.434805596E0,1.092522338E2,6.917287406E1,0.000000000E0,2.262028607E2,7.621243961E0,3.000000000E0
1.462236832E3,-7.434804389E0,1.092522348E2,6.917287406E1,0.000000000E0,2.262028607E2,8.064902288E0,3.000000000E0
1.463236827E3,-7.434804330E0,1.092522348E2,6.917287406E1,0.000000000E0,2.262028607E2,8.220367125E0,3.000000000E0
1.464236823E3,-7.434803322E0,1.092522346E2,6.927302301E1,6.129493211E-2,2.262028609E2,8.373514688E0,3.000000000E0
1.465236818E3,-7.434800994E0,1.092522342E2,6.909410872E1,1.331613124E-1,2.262028601E2,7.422319863E0,3.000000000E0
1.466236814E3,-7.434801446E0,1.092522337E2,6.907979735E1,0.000000000E0,2.262028601E2,7.656514294E0,3.000000000E0
1.467236809E3,-7.434801386E0,1.092522337E2,6.907979735E1,0.000000000E0,2.262028601E2,7.799285498E0,3.000000000E0
1.468236805E3,-7.434801900E0,1.092522315E2,6.894562206E1,8.148977894E-2,2.262028612E2,7.357835652E0,3.000000000E0
1.469236801E3,-7.434802018E0,1.092522312E2,6.894799814E1,0.000000000E0,2.262028612E2,7.543111150E0,3.000000000E0
1.470236796E3,-7.434801981E0,1.092522312E2,6.894799814E1,0.000000000E0,2.262028612E2,7.696461729E0,3.000000000E0
1.471236792E3,-7.434801954E0,1.092522311E2,6.894799814E1,0.000000000E0,2.262028612E2,7.682024895E0,3.000000000E0
1.472236787E3,-7.434801916E0,1.092522311E2,6.894799814E1,0.000000000E0,2.262028612E2,7.653419881E0,3.000000000E0
1.473236783E3,-7.434801883E0,1.092522311E2,6.894799814E1,0.000000000E0,2.262028612E2,7.627454264E0,3.000000000E0
1.474236778E3,-7.434801087E0,1.092522324E2,6.894799814E1,0.000000000E0,2.262028612E2,6.882461996E0,3.000000000E0
1.475236774E3,-7.434800987E0,1.092522323E2,6.894799814E1,0.000000000E0,2.262028612E2,6.773177596E0,3.000000000E0
1.476236769E3,-7.434800208E0,1.092522308E2,6.894799814E1,0.000000000E0,2.262028612E2,5.856097705E0,3.000000000E0
1.477236764E3,-7.434800163E0,1.092522307E2,6.894799814E1,0.000000000E0,2.262028612E2,5.798378506E0,3.000000000E0
1.478236760E3,-7.434800118E0,1.092522306E2,6.894799814E1,0.000000000E0,2.262028612E2,5.816490195E0,3.000000000E0
1.479236756E3,-7.434799503E0,1.092522314E2,6.913051374E1,6.058473753E-2,2.262028599E2,5.217167656E0,3.000000000E0
1.480236751E3,-7.434799432E0,1.092522328E2,6.924690245E1,1.084664997E-1,2.262028587E2,5.173591320E0,3.000000000E0
1.481236746E3,-7.434798874E0,1.092522331E2,6.926884320E1,0.000000000E0,2.262028598E2,4.912651720E0,3.000000000E0
1.482236742E3,-7.434799129E0,1.092522331E2,6.915721246E1,1.065805667E-1,2.262028598E2,5.040642632E0,3.000000000E0
1.483236737E3,-7.434799629E0,1.092522298E2,6.913742185E1,0.000000000E0,2.262028622E2,5.353165176E0,3.000000000E0
1.484236733E3,-7.434799021E0,1.092522301E2,6.931205740E1,0.000000000E0,2.262028620E2,5.426626032E0,3.000000000E0
1.485236729E3,-7.434798954E0,1.092522300E2,6.931205740E1,0.000000000E0,2.262028620E2,5.489249346E0,3.000000000E0
1.486236724E3,-7.434797871E0,1.092522289E2,6.931205740E1,0.000000000E0,2.262028620E2,5.981480088E0,3.000000000E0
1.487236719E3,-7.434797803E0,1.092522287E2,6.931205740E1,0.000000000E0,2.262028620E2,6.153867842E0,3.000000000E0
1.488236715E3,-7.434797193E0,1.092522276E2,6.931205740E1,0.000000000E0,2.262028620E2,5.720237839E0,3.000000000E0
1.489236711E3,-7.434796798E0,1.092522268E2,6.931205740E1,0.000000000E0,2.262028620E2,5.264882175E0,3.000000000E0
1.490236707E3,-7.434796771E0,1.092522267E2,6.931205740E1,0.000000000E0,2.262028620E2,5.253750881E0,3.000000000E0
1.491236702E3,-7.434796476E0,1.092522262E2,6.931205740E1,0.000000000E0,2.262028620E2,5.094577576E0,3.000000000E0
1.492236697E3,-7.434796174E0,1.092522260E2,6.931205740E1,0.000000000E0,2.262028620E2,6.259152270E0,3.000000000E0
1.493236693E3,-7.434796149E0,1.092522260E2,6.931205740E1,0.000000000E0,2.262028620E2,6.404648212E0,3.000000000E0
1.494236689E3,-7.434796122E0,1.092522259E2,6.931205740E1,0.000000000E0,2.262028620E2,6.539928148E0,3.000000000E0
1.495236684E3,-7.434796110E0,1.092522258E2,6.931205740E1,0.000000000E0,2.262028620E2,8.439692644E0,3.000000000E0
1.496236679E3,-7.434796060E0,1.092522257E2,6.931205740E1,0.000000000E0,2.262028620E2,8.432924347E0,3.000000000E0
1.497236675E3,-7.434796167E0,1.092522270E2,6.931205740E1,0.000000000E0,2.262028620E2,9.545743268E0,3.000000000E0
1.498236670E3,-7.434796096E0,1.092522268E2,6.931205740E1,0.000000000E0,2.262028620E2,9.418079981E0,3.000000000E0
1.499236666E3,-7.434796029E0,1.092522266E2,6.931205740E1,0.000000000E0,2.262028620E2,9.274435839E0,3.000000000E0
1.500236662E3,-7.434795967E0,1.092522264E2,6.931205740E1,0.000000000E0,2.262028620E2,9.049296894E0,3.000000000E0
1.501236657E3,-7.434795907E0,1.092522263E2,6.931205740E1,0.000000000E0,2.262028620E2,8.823446924E0,3.000000000E0
1.502236652E3,-7.434795851E0,1.092522261E2,6.931205740E1,0.000000000E0,2.262028620E2,8.612904273E0,3.000000000E0
1.503236647E3,-7.434795775E0,1.092522257E2,6.931205740E1,0.000000000E0,2.262028620E2,8.411190717E0,3.000000000E0
1.504236644E3,-7.434795715E0,1.092522256E2,6.931205740E1,0.000000000E0,2.262028620E2,8.163454962E0,3.000000000E0
1.505236639E3,-7.434795351E0,1.092522245E2,6.931205740E1,0.000000000E0,2.262028620E2,6.606433186E0,3.000000000E0
1.506236634E3,-7.434795406E0,1.092522246E2,6.931205740E1,6.919297511E-2,2.262028582E2,6.834863323E0,3.000000000E0
1.507236630E3,-7.434794870E0,1.092522253E2,6.913519529E1,6.762016485E-2,2.262028583E2,7.933110258E0,3.000000000E0
1.508236626E3,-7.434795423E0,1.092522259E2,6.919799236E1,6.114392269E-2,2.262028584E2,7.971020485E0,3.000000000E0
1.509236621E3,-7.434796434E0,1.092522324E2,6.919977540E1,0.000000000E0,2.262028584E2,6.219518550E0,3.000000000E0
1.510236617E3,-7.434796617E0,1.092522351E2,6.919977540E1,0.000000000E0,2.262028584E2,5.566008403E0,3.000000000E0
1.511236612E3,-7.434796621E0,1.092522351E2,6.919977540E1,0.000000000E0,2.262028584E2,5.756334232E0,3.000000000E0
1.512236608E3,-7.434796558E0,1.092522347E2,6.991209151E1,3.446967157E-1,2.262028587E2,5.935180600E0,3.000000000E0
1.513236603E3,-7.434797034E0,1.092522334E2,6.940346011E1,4.584804784E-1,2.262028588E2,6.154902430E0,3.000000000E0
